item_id,dim_code,n_passes,mode,mean,min,max
scev_val_fig_0148,GS,1,1,1,1,1
scev_val_fig_0148,KNf,1,3,3,3,3
scev_val_fig_0148,MA,1,4,4,4,4
scev_val_fig_0148,MCr,1,1,1,1,1
scev_val_fig_0148,MCu,1,2,2,2,2
scev_val_fig_0148,QLl,1,1,1,1,1
scev_val_fig_0148,QLq,1,1,1,1,1
scev_val_fig_0148,VL,1,2,2,2,2
scev_val_fig_0148,VO,1,1,1,1,1
scev_val_fig_0154,AS,1,2,2,2,2
scev_val_fig_0154,AT,1,3,3,3,3
scev_val_fig_0154,CL,1,1,1,1,1
scev_val_fig_0154,GS,1,1,1,1,1
scev_val_fig_0154,KNf,1,1,1,1,1
scev_val_fig_0154,MA,1,3,3,3,3
scev_val_fig_0154,MCr,1,3,3,3,3
scev_val_fig_0154,MCu,1,3,3,3,3
scev_val_fig_0154,QLl,1,2,2,2,2
scev_val_fig_0154,QLq,1,2,2,2,2
scev_val_fig_0154,VL,1,5,5,5,5
scev_val_fig_0154,VO,1,2,2,2,2
scev_val_fig_0155,AS,1,2,2,2,2
scev_val_fig_0155,AT,1,3,3,3,3
scev_val_fig_0155,CL,1,0,0,0,0
scev_val_fig_0155,GS,1,0,0,0,0
scev_val_fig_0155,KNf,1,1,1,1,1
scev_val_fig_0155,MA,1,3,3,3,3
scev_val_fig_0155,MCr,1,3,3,3,3
scev_val_fig_0155,MCu,1,3,3,3,3
scev_val_fig_0155,QLl,1,3,3,3,3
scev_val_fig_0155,QLq,1,2,2,2,2
scev_val_fig_0155,VL,1,2,2,2,2
scev_val_fig_0155,VO,1,2,2,2,2
scev_val_fig_0156,AS,1,3,3,3,3
scev_val_fig_0156,AT,1,3,3,3,3
scev_val_fig_0156,CL,1,2,2,2,2
scev_val_fig_0156,GS,1,0,0,0,0
scev_val_fig_0156,KNf,1,1,1,1,1
scev_val_fig_0156,MA,1,3,3,3,3
scev_val_fig_0156,MCr,1,3,3,3,3
scev_val_fig_0156,MCu,1,3,3,3,3
scev_val_fig_0156,QLl,1,3,3,3,3
scev_val_fig_0156,QLq,1,2,2,2,2
scev_val_fig_0156,VL,1,2,2,2,2
scev_val_fig_0156,VO,1,1,1,1,1
scev_val_fig_0158,AS,1,2,2,2,2
scev_val_fig_0158,AT,1,3,3,3,3
scev_val_fig_0158,CL,1,1,1,1,1
scev_val_fig_0158,GS,1,0,0,0,0
scev_val_fig_0158,KNf,1,1,1,1,1
scev_val_fig_0158,MA,1,1,1,1,1
scev_val_fig_0158,MCr,1,1,1,1,1
scev_val_fig_0158,MCu,1,2,2,2,2
scev_val_fig_0158,QLl,1,2,2,2,2
scev_val_fig_0158,QLq,1,1,1,1,1
scev_val_fig_0158,VL,1,2,2,2,2
scev_val_fig_0158,VO,1,2,2,2,2
scev_val_fig_0159,AS,1,2,2,2,2
scev_val_fig_0159,AT,1,3,3,3,3
scev_val_fig_0159,CL,1,0,0,0,0
scev_val_fig_0159,GS,1,0,0,0,0
scev_val_fig_0159,KNf,1,1,1,1,1
scev_val_fig_0159,MA,1,1,1,1,1
scev_val_fig_0159,MCr,1,2,2,2,2
scev_val_fig_0159,MCu,1,1,1,1,1
scev_val_fig_0159,QLl,1,3,3,3,3
scev_val_fig_0159,QLq,1,1,1,1,1
scev_val_fig_0159,VL,1,2,2,2,2
scev_val_fig_0159,VO,1,2,2,2,2
scev_val_fig_0160,AS,1,3,3,3,3
scev_val_fig_0160,AT,1,3,3,3,3
scev_val_fig_0160,CL,1,1,1,1,1
scev_val_fig_0160,GS,1,2,2,2,2
scev_val_fig_0160,KNf,1,1,1,1,1
scev_val_fig_0160,MA,1,4,4,4,4
scev_val_fig_0160,MCr,1,2,2,2,2
scev_val_fig_0160,MCu,1,3,3,3,3
scev_val_fig_0160,QLl,1,2,2,2,2
scev_val_fig_0160,QLq,1,2,2,2,2
scev_val_fig_0160,VL,1,2,2,2,2
scev_val_fig_0160,VO,1,2,2,2,2
scev_val_fig_0161,AS,1,3,3,3,3
scev_val_fig_0161,AT,1,3,3,3,3
scev_val_fig_0161,CL,1,2,2,2,2
scev_val_fig_0161,GS,1,2,2,2,2
scev_val_fig_0161,KNf,1,2,2,2,2
scev_val_fig_0161,MA,1,4,4,4,4
scev_val_fig_0161,MCr,1,2,2,2,2
scev_val_fig_0161,MCu,1,3,3,3,3
scev_val_fig_0161,QLl,1,1,1,1,1
scev_val_fig_0161,QLq,1,2,2,2,2
scev_val_fig_0161,VL,1,2,2,2,2
scev_val_fig_0161,VO,1,2,2,2,2
scev_val_fig_0163,AS,1,2,2,2,2
scev_val_fig_0163,AT,1,3,3,3,3
scev_val_fig_0163,CL,1,2,2,2,2
scev_val_fig_0163,GS,1,0,0,0,0
scev_val_fig_0163,KNf,1,3,3,3,3
scev_val_fig_0163,MA,1,1,1,1,1
scev_val_fig_0163,MCr,1,2,2,2,2
scev_val_fig_0163,MCu,1,2,2,2,2
scev_val_fig_0163,QLl,1,3,3,3,3
scev_val_fig_0163,QLq,1,2,2,2,2
scev_val_fig_0163,VL,1,2,2,2,2
scev_val_fig_0163,VO,1,1,1,1,1
scev_val_fig_0165,AS,1,2,2,2,2
scev_val_fig_0165,AT,1,3,3,3,3
scev_val_fig_0165,CL,1,1,1,1,1
scev_val_fig_0165,GS,1,1,1,1,1
scev_val_fig_0165,KNf,1,1,1,1,1
scev_val_fig_0165,MA,1,3,3,3,3
scev_val_fig_0165,MCr,1,3,3,3,3
scev_val_fig_0165,MCu,1,2,2,2,2
scev_val_fig_0165,QLl,1,2,2,2,2
scev_val_fig_0165,QLq,1,2,2,2,2
scev_val_fig_0165,VL,1,2,2,2,2
scev_val_fig_0165,VO,1,2,2,2,2
scev_val_fig_0167,AS,1,1,1,1,1
scev_val_fig_0167,AT,1,3,3,3,3
scev_val_fig_0167,CL,1,1,1,1,1
scev_val_fig_0167,GS,1,1,1,1,1
scev_val_fig_0167,KNf,1,2,2,2,2
scev_val_fig_0167,MA,1,0,0,0,0
scev_val_fig_0167,MCr,1,1,1,1,1
scev_val_fig_0167,MCu,1,1,1,1,1
scev_val_fig_0167,QLl,1,1,1,1,1
scev_val_fig_0167,QLq,1,2,2,2,2
scev_val_fig_0167,VL,1,1,1,1,1
scev_val_fig_0167,VO,1,1,1,1,1
scev_val_fig_0168,AS,1,2,2,2,2
scev_val_fig_0168,AT,1,3,3,3,3
scev_val_fig_0168,CL,1,1,1,1,1
scev_val_fig_0168,GS,1,4,4,4,4
scev_val_fig_0168,KNf,1,3,3,3,3
scev_val_fig_0168,MA,1,3,3,3,3
scev_val_fig_0168,MCr,1,2,2,2,2
scev_val_fig_0168,MCu,1,1,1,1,1
scev_val_fig_0168,QLl,1,1,1,1,1
scev_val_fig_0168,QLq,1,1,1,1,1
scev_val_fig_0168,VL,1,2,2,2,2
scev_val_fig_0168,VO,1,1,1,1,1
scev_val_fig_0169,AS,1,2,2,2,2
scev_val_fig_0169,AT,1,3,3,3,3
scev_val_fig_0169,CL,1,0,0,0,0
scev_val_fig_0169,GS,1,0,0,0,0
scev_val_fig_0169,KNf,1,1,1,1,1
scev_val_fig_0169,MA,1,0,0,0,0
scev_val_fig_0169,MCr,1,2,2,2,2
scev_val_fig_0169,MCu,1,3,3,3,3
scev_val_fig_0169,QLl,1,1,1,1,1
scev_val_fig_0169,QLq,1,2,2,2,2
scev_val_fig_0169,VL,1,4,4,4,4
scev_val_fig_0169,VO,1,1,1,1,1
scev_val_fig_0171,AS,1,3,3,3,3
scev_val_fig_0171,AT,1,3,3,3,3
scev_val_fig_0171,CL,1,0,0,0,0
scev_val_fig_0171,GS,1,0,0,0,0
scev_val_fig_0171,KNf,1,2,2,2,2
scev_val_fig_0171,MA,1,4,4,4,4
scev_val_fig_0171,MCr,1,1,1,1,1
scev_val_fig_0171,MCu,1,1,1,1,1
scev_val_fig_0171,QLl,1,2,2,2,2
scev_val_fig_0171,QLq,1,2,2,2,2
scev_val_fig_0171,VL,1,2,2,2,2
scev_val_fig_0171,VO,1,1,1,1,1
scev_val_fig_0173,AS,1,1,1,1,1
scev_val_fig_0173,AT,1,3,3,3,3
scev_val_fig_0173,CL,1,0,0,0,0
scev_val_fig_0173,GS,1,0,0,0,0
scev_val_fig_0173,KNf,1,1,1,1,1
scev_val_fig_0173,MA,1,1,1,1,1
scev_val_fig_0173,MCr,1,1,1,1,1
scev_val_fig_0173,MCu,1,1,1,1,1
scev_val_fig_0173,QLl,1,1,1,1,1
scev_val_fig_0173,QLq,1,2,2,2,2
scev_val_fig_0173,VL,1,2,2,2,2
scev_val_fig_0173,VO,1,1,1,1,1
scev_val_fig_0174,AS,1,2,2,2,2
scev_val_fig_0174,AT,1,3,3,3,3
scev_val_fig_0174,CL,1,0,0,0,0
scev_val_fig_0174,GS,1,0,0,0,0
scev_val_fig_0174,KNf,1,1,1,1,1
scev_val_fig_0174,MA,1,1,1,1,1
scev_val_fig_0174,MCr,1,1,1,1,1
scev_val_fig_0174,MCu,1,1,1,1,1
scev_val_fig_0174,QLl,1,1,1,1,1
scev_val_fig_0174,QLq,1,1,1,1,1
scev_val_fig_0174,VL,1,3,3,3,3
scev_val_fig_0174,VO,1,1,1,1,1
scev_val_fig_0175,AS,1,2,2,2,2
scev_val_fig_0175,AT,1,3,3,3,3
scev_val_fig_0175,CL,1,0,0,0,0
scev_val_fig_0175,GS,1,0,0,0,0
scev_val_fig_0175,KNf,1,1,1,1,1
scev_val_fig_0175,MA,1,4,4,4,4
scev_val_fig_0175,MCr,1,1,1,1,1
scev_val_fig_0175,MCu,1,1,1,1,1
scev_val_fig_0175,QLl,1,1,1,1,1
scev_val_fig_0175,QLq,1,2,2,2,2
scev_val_fig_0175,VL,1,1,1,1,1
scev_val_fig_0175,VO,1,1,1,1,1
scev_val_fig_0178,AS,1,2,2,2,2
scev_val_fig_0178,AT,1,3,3,3,3
scev_val_fig_0178,CL,1,1,1,1,1
scev_val_fig_0178,GS,1,0,0,0,0
scev_val_fig_0178,KNf,1,1,1,1,1
scev_val_fig_0178,MA,1,3,3,3,3
scev_val_fig_0178,MCr,1,2,2,2,2
scev_val_fig_0178,MCu,1,1,1,1,1
scev_val_fig_0178,QLl,1,2,2,2,2
scev_val_fig_0178,QLq,1,2,2,2,2
scev_val_fig_0178,VL,1,2,2,2,2
scev_val_fig_0178,VO,1,1,1,1,1
scev_val_fig_0179,AS,1,2,2,2,2
scev_val_fig_0179,AT,1,3,3,3,3
scev_val_fig_0179,CL,1,1,1,1,1
scev_val_fig_0179,GS,1,0,0,0,0
scev_val_fig_0179,KNf,1,1,1,1,1
scev_val_fig_0179,MA,1,3,3,3,3
scev_val_fig_0179,MCr,1,3,3,3,3
scev_val_fig_0179,MCu,1,1,1,1,1
scev_val_fig_0179,QLl,1,2,2,2,2
scev_val_fig_0179,QLq,1,2,2,2,2
scev_val_fig_0179,VL,1,4,4,4,4
scev_val_fig_0179,VO,1,1,1,1,1
scev_val_fig_0180,AS,1,3,3,3,3
scev_val_fig_0180,AT,1,3,3,3,3
scev_val_fig_0180,CL,1,0,0,0,0
scev_val_fig_0180,GS,1,2,2,2,2
scev_val_fig_0180,KNf,1,1,1,1,1
scev_val_fig_0180,MA,1,4,4,4,4
scev_val_fig_0180,MCr,1,2,2,2,2
scev_val_fig_0180,MCu,1,3,3,3,3
scev_val_fig_0180,QLl,1,2,2,2,2
scev_val_fig_0180,QLq,1,2,2,2,2
scev_val_fig_0180,VL,1,3,3,3,3
scev_val_fig_0180,VO,1,2,2,2,2
scev_val_fig_0181,AS,1,3,3,3,3
scev_val_fig_0181,AT,1,3,3,3,3
scev_val_fig_0181,CL,1,1,1,1,1
scev_val_fig_0181,GS,1,2,2,2,2
scev_val_fig_0181,KNf,1,0,0,0,0
scev_val_fig_0181,MA,1,4,4,4,4
scev_val_fig_0181,MCr,1,3,3,3,3
scev_val_fig_0181,MCu,1,2,2,2,2
scev_val_fig_0181,QLl,1,3,3,3,3
scev_val_fig_0181,QLq,1,1,1,1,1
scev_val_fig_0181,VL,1,2,2,2,2
scev_val_fig_0181,VO,1,2,2,2,2
scev_val_fig_0182,AS,1,3,3,3,3
scev_val_fig_0182,AT,1,3,3,3,3
scev_val_fig_0182,CL,1,1,1,1,1
scev_val_fig_0182,GS,1,3,3,3,3
scev_val_fig_0182,KNf,1,2,2,2,2
scev_val_fig_0182,MA,1,4,4,4,4
scev_val_fig_0182,MCr,1,2,2,2,2
scev_val_fig_0182,MCu,1,3,3,3,3
scev_val_fig_0182,QLl,1,3,3,3,3
scev_val_fig_0182,QLq,1,2,2,2,2
scev_val_fig_0182,VL,1,2,2,2,2
scev_val_fig_0182,VO,1,2,2,2,2
scev_val_fig_0183,AS,1,3,3,3,3
scev_val_fig_0183,AT,1,3,3,3,3
scev_val_fig_0183,CL,1,3,3,3,3
scev_val_fig_0183,GS,1,3,3,3,3
scev_val_fig_0183,KNf,1,0,0,0,0
scev_val_fig_0183,MA,1,3,3,3,3
scev_val_fig_0183,MCr,1,2,2,2,2
scev_val_fig_0183,MCu,1,3,3,3,3
scev_val_fig_0183,QLl,1,3,3,3,3
scev_val_fig_0183,QLq,1,1,1,1,1
scev_val_fig_0183,VL,1,2,2,2,2
scev_val_fig_0183,VO,1,2,2,2,2
scev_val_fig_0184,AS,1,1,1,1,1
scev_val_fig_0184,AT,1,3,3,3,3
scev_val_fig_0184,CL,1,0,0,0,0
scev_val_fig_0184,GS,1,0,0,0,0
scev_val_fig_0184,KNf,1,1,1,1,1
scev_val_fig_0184,MA,1,1,1,1,1
scev_val_fig_0184,MCr,1,1,1,1,1
scev_val_fig_0184,MCu,1,1,1,1,1
scev_val_fig_0184,QLl,1,1,1,1,1
scev_val_fig_0184,QLq,1,1,1,1,1
scev_val_fig_0184,VL,1,2,2,2,2
scev_val_fig_0184,VO,1,1,1,1,1
scev_val_fig_0186,AS,1,2,2,2,2
scev_val_fig_0186,AT,1,3,3,3,3
scev_val_fig_0186,CL,1,1,1,1,1
scev_val_fig_0186,GS,1,2,2,2,2
scev_val_fig_0186,KNf,1,1,1,1,1
scev_val_fig_0186,MA,1,3,3,3,3
scev_val_fig_0186,MCr,1,2,2,2,2
scev_val_fig_0186,MCu,1,3,3,3,3
scev_val_fig_0186,QLl,1,2,2,2,2
scev_val_fig_0186,QLq,1,2,2,2,2
scev_val_fig_0186,VL,1,4,4,4,4
scev_val_fig_0186,VO,1,1,1,1,1
scev_val_fig_0187,AS,1,2,2,2,2
scev_val_fig_0187,AT,1,3,3,3,3
scev_val_fig_0187,CL,1,0,0,0,0
scev_val_fig_0187,GS,1,0,0,0,0
scev_val_fig_0187,KNf,1,1,1,1,1
scev_val_fig_0187,MA,1,3,3,3,3
scev_val_fig_0187,MCr,1,2,2,2,2
scev_val_fig_0187,MCu,1,1,1,1,1
scev_val_fig_0187,QLl,1,1,1,1,1
scev_val_fig_0187,QLq,1,2,2,2,2
scev_val_fig_0187,VL,1,2,2,2,2
scev_val_fig_0187,VO,1,1,1,1,1
scev_val_fig_0188,AS,1,2,2,2,2
scev_val_fig_0188,AT,1,2,2,2,2
scev_val_fig_0188,CL,1,0,0,0,0
scev_val_fig_0188,GS,1,0,0,0,0
scev_val_fig_0188,KNf,1,1,1,1,1
scev_val_fig_0188,MA,1,4,4,4,4
scev_val_fig_0188,MCr,1,2,2,2,2
scev_val_fig_0188,MCu,1,1,1,1,1
scev_val_fig_0188,QLl,1,2,2,2,2
scev_val_fig_0188,QLq,1,2,2,2,2
scev_val_fig_0188,VL,1,2,2,2,2
scev_val_fig_0188,VO,1,2,2,2,2
scev_val_fig_0191,AS,1,3,3,3,3
scev_val_fig_0191,AT,1,3,3,3,3
scev_val_fig_0191,CL,1,0,0,0,0
scev_val_fig_0191,GS,1,2,2,2,2
scev_val_fig_0191,KNf,1,0,0,0,0
scev_val_fig_0191,MA,1,3,3,3,3
scev_val_fig_0191,MCr,1,2,2,2,2
scev_val_fig_0191,MCu,1,3,3,3,3
scev_val_fig_0191,QLl,1,2,2,2,2
scev_val_fig_0191,QLq,1,2,2,2,2
scev_val_fig_0191,VL,1,2,2,2,2
scev_val_fig_0191,VO,1,1,1,1,1
scev_val_fig_0197,AS,1,3,3,3,3
scev_val_fig_0197,AT,1,3,3,3,3
scev_val_fig_0197,CL,1,0,0,0,0
scev_val_fig_0197,GS,1,4,4,4,4
scev_val_fig_0197,KNf,1,4,4,4,4
scev_val_fig_0197,MA,1,0,0,0,0
scev_val_fig_0197,MCr,1,1,1,1,1
scev_val_fig_0197,MCu,1,1,1,1,1
scev_val_fig_0197,QLl,1,1,1,1,1
scev_val_fig_0197,QLq,1,2,2,2,2
scev_val_fig_0197,VL,1,2,2,2,2
scev_val_fig_0197,VO,1,1,1,1,1
scev_val_fig_0198,AS,1,3,3,3,3
scev_val_fig_0198,AT,1,3,3,3,3
scev_val_fig_0198,CL,1,1,1,1,1
scev_val_fig_0198,GS,1,4,4,4,4
scev_val_fig_0198,KNf,1,4,4,4,4
scev_val_fig_0198,MA,1,0,0,0,0
scev_val_fig_0198,MCr,1,2,2,2,2
scev_val_fig_0198,MCu,1,2,2,2,2
scev_val_fig_0198,QLl,1,1,1,1,1
scev_val_fig_0198,QLq,1,3,3,3,3
scev_val_fig_0198,VL,1,2,2,2,2
scev_val_fig_0198,VO,1,1,1,1,1
scev_val_fig_0199,AS,1,3,3,3,3
scev_val_fig_0199,AT,1,3,3,3,3
scev_val_fig_0199,CL,1,1,1,1,1
scev_val_fig_0199,GS,1,4,4,4,4
scev_val_fig_0199,KNf,1,4,4,4,4
scev_val_fig_0199,MA,1,3,3,3,3
scev_val_fig_0199,MCr,1,3,3,3,3
scev_val_fig_0199,MCu,1,3,3,3,3
scev_val_fig_0199,QLl,1,3,3,3,3
scev_val_fig_0199,QLq,1,2,2,2,2
scev_val_fig_0199,VL,1,2,2,2,2
scev_val_fig_0199,VO,1,1,1,1,1
scev_val_fig_0200,AS,1,3,3,3,3
scev_val_fig_0200,AT,1,3,3,3,3
scev_val_fig_0200,CL,1,1,1,1,1
scev_val_fig_0200,GS,1,0,0,0,0
scev_val_fig_0200,KNf,1,1,1,1,1
scev_val_fig_0200,MA,1,2,2,2,2
scev_val_fig_0200,MCr,1,2,2,2,2
scev_val_fig_0200,MCu,1,3,3,3,3
scev_val_fig_0200,QLl,1,2,2,2,2
scev_val_fig_0200,QLq,1,3,3,3,3
scev_val_fig_0200,VL,1,2,2,2,2
scev_val_fig_0200,VO,1,1,1,1,1
scev_val_fig_0201,AS,1,2,2,2,2
scev_val_fig_0201,AT,1,3,3,3,3
scev_val_fig_0201,CL,1,0,0,0,0
scev_val_fig_0201,GS,1,1,1,1,1
scev_val_fig_0201,KNf,1,1,1,1,1
scev_val_fig_0201,MA,1,3,3,3,3
scev_val_fig_0201,MCr,1,2,2,2,2
scev_val_fig_0201,MCu,1,3,3,3,3
scev_val_fig_0201,QLl,1,2,2,2,2
scev_val_fig_0201,QLq,1,3,3,3,3
scev_val_fig_0201,VL,1,2,2,2,2
scev_val_fig_0201,VO,1,1,1,1,1
scev_val_fig_0202,AS,1,3,3,3,3
scev_val_fig_0202,AT,1,3,3,3,3
scev_val_fig_0202,CL,1,0,0,0,0
scev_val_fig_0202,GS,1,0,0,0,0
scev_val_fig_0202,KNf,1,2,2,2,2
scev_val_fig_0202,MA,1,1,1,1,1
scev_val_fig_0202,MCr,1,3,3,3,3
scev_val_fig_0202,MCu,1,2,2,2,2
scev_val_fig_0202,QLl,1,1,1,1,1
scev_val_fig_0202,QLq,1,3,3,3,3
scev_val_fig_0202,VL,1,2,2,2,2
scev_val_fig_0202,VO,1,2,2,2,2
scev_val_fig_0205,AS,1,2,2,2,2
scev_val_fig_0205,AT,1,3,3,3,3
scev_val_fig_0205,CL,1,0,0,0,0
scev_val_fig_0205,GS,1,0,0,0,0
scev_val_fig_0205,KNf,1,1,1,1,1
scev_val_fig_0205,MA,1,3,3,3,3
scev_val_fig_0205,MCr,1,2,2,2,2
scev_val_fig_0205,MCu,1,3,3,3,3
scev_val_fig_0205,QLl,1,2,2,2,2
scev_val_fig_0205,QLq,1,2,2,2,2
scev_val_fig_0205,VL,1,2,2,2,2
scev_val_fig_0205,VO,1,1,1,1,1
scev_val_fig_0206,AS,1,2,2,2,2
scev_val_fig_0206,AT,1,3,3,3,3
scev_val_fig_0206,CL,1,0,0,0,0
scev_val_fig_0206,GS,1,0,0,0,0
scev_val_fig_0206,KNf,1,2,2,2,2
scev_val_fig_0206,MA,1,3,3,3,3
scev_val_fig_0206,MCr,1,2,2,2,2
scev_val_fig_0206,MCu,1,1,1,1,1
scev_val_fig_0206,QLl,1,1,1,1,1
scev_val_fig_0206,QLq,1,2,2,2,2
scev_val_fig_0206,VL,1,2,2,2,2
scev_val_fig_0206,VO,1,1,1,1,1
scev_val_fig_0207,AS,1,2,2,2,2
scev_val_fig_0207,AT,1,3,3,3,3
scev_val_fig_0207,CL,1,1,1,1,1
scev_val_fig_0207,GS,1,2,2,2,2
scev_val_fig_0207,KNf,1,1,1,1,1
scev_val_fig_0207,MA,1,3,3,3,3
scev_val_fig_0207,MCr,1,2,2,2,2
scev_val_fig_0207,MCu,1,2,2,2,2
scev_val_fig_0207,QLl,1,2,2,2,2
scev_val_fig_0207,QLq,1,2,2,2,2
scev_val_fig_0207,VL,1,4,4,4,4
scev_val_fig_0207,VO,1,2,2,2,2
scev_val_fig_0208,AS,1,3,3,3,3
scev_val_fig_0208,AT,1,3,3,3,3
scev_val_fig_0208,CL,1,0,0,0,0
scev_val_fig_0208,GS,1,0,0,0,0
scev_val_fig_0208,KNf,1,0,0,0,0
scev_val_fig_0208,MA,1,2,2,2,2
scev_val_fig_0208,MCr,1,1,1,1,1
scev_val_fig_0208,MCu,1,2,2,2,2
scev_val_fig_0208,QLl,1,1,1,1,1
scev_val_fig_0208,QLq,1,1,1,1,1
scev_val_fig_0208,VL,1,2,2,2,2
scev_val_fig_0208,VO,1,1,1,1,1
scev_val_fig_0209,AS,1,3,3,3,3
scev_val_fig_0209,AT,1,3,3,3,3
scev_val_fig_0209,CL,1,0,0,0,0
scev_val_fig_0209,GS,1,0,0,0,0
scev_val_fig_0209,KNf,1,1,1,1,1
scev_val_fig_0209,MA,1,2,2,2,2
scev_val_fig_0209,MCr,1,2,2,2,2
scev_val_fig_0209,MCu,1,2,2,2,2
scev_val_fig_0209,QLl,1,1,1,1,1
scev_val_fig_0209,QLq,1,1,1,1,1
scev_val_fig_0209,VL,1,2,2,2,2
scev_val_fig_0209,VO,1,1,1,1,1
scev_val_fig_0210,AS,1,3,3,3,3
scev_val_fig_0210,AT,1,3,3,3,3
scev_val_fig_0210,CL,1,0,0,0,0
scev_val_fig_0210,GS,1,0,0,0,0
scev_val_fig_0210,KNf,1,4,4,4,4
scev_val_fig_0210,MA,1,3,3,3,3
scev_val_fig_0210,MCr,1,2,2,2,2
scev_val_fig_0210,MCu,1,1,1,1,1
scev_val_fig_0210,QLl,1,1,1,1,1
scev_val_fig_0210,QLq,1,2,2,2,2
scev_val_fig_0210,VL,1,2,2,2,2
scev_val_fig_0210,VO,1,1,1,1,1
scev_val_fig_0215,AS,1,3,3,3,3
scev_val_fig_0215,AT,1,3,3,3,3
scev_val_fig_0215,CL,1,0,0,0,0
scev_val_fig_0215,GS,1,0,0,0,0
scev_val_fig_0215,KNf,1,1,1,1,1
scev_val_fig_0215,MA,1,2,2,2,2
scev_val_fig_0215,MCr,1,3,3,3,3
scev_val_fig_0215,MCu,1,3,3,3,3
scev_val_fig_0215,QLl,1,1,1,1,1
scev_val_fig_0215,QLq,1,2,2,2,2
scev_val_fig_0215,VL,1,4,4,4,4
scev_val_fig_0215,VO,1,2,2,2,2
scev_val_fig_0216,AS,1,3,3,3,3
scev_val_fig_0216,AT,1,3,3,3,3
scev_val_fig_0216,CL,1,0,0,0,0
scev_val_fig_0216,GS,1,0,0,0,0
scev_val_fig_0216,KNf,1,1,1,1,1
scev_val_fig_0216,MA,1,2,2,2,2
scev_val_fig_0216,MCr,1,3,3,3,3
scev_val_fig_0216,MCu,1,2,2,2,2
scev_val_fig_0216,QLl,1,1,1,1,1
scev_val_fig_0216,QLq,1,2,2,2,2
scev_val_fig_0216,VL,1,4,4,4,4
scev_val_fig_0216,VO,1,1,1,1,1
scev_val_fig_0217,AS,1,2,2,2,2
scev_val_fig_0217,AT,1,3,3,3,3
scev_val_fig_0217,CL,1,0,0,0,0
scev_val_fig_0217,GS,1,0,0,0,0
scev_val_fig_0217,KNf,1,0,0,0,0
scev_val_fig_0217,MA,1,0,0,0,0
scev_val_fig_0217,MCr,1,1,1,1,1
scev_val_fig_0217,MCu,1,1,1,1,1
scev_val_fig_0217,QLl,1,1,1,1,1
scev_val_fig_0217,QLq,1,1,1,1,1
scev_val_fig_0217,VL,1,2,2,2,2
scev_val_fig_0217,VO,1,1,1,1,1
scev_val_fig_0218,AS,1,3,3,3,3
scev_val_fig_0218,AT,1,3,3,3,3
scev_val_fig_0218,CL,1,0,0,0,0
scev_val_fig_0218,GS,1,0,0,0,0
scev_val_fig_0218,KNf,1,1,1,1,1
scev_val_fig_0218,MA,1,0,0,0,0
scev_val_fig_0218,MCr,1,3,3,3,3
scev_val_fig_0218,MCu,1,1,1,1,1
scev_val_fig_0218,QLl,1,1,1,1,1
scev_val_fig_0218,QLq,1,1,1,1,1
scev_val_fig_0218,VL,1,2,2,2,2
scev_val_fig_0218,VO,1,1,1,1,1
scev_val_fig_0219,AS,1,2,2,2,2
scev_val_fig_0219,AT,1,3,3,3,3
scev_val_fig_0219,CL,1,0,0,0,0
scev_val_fig_0219,GS,1,0,0,0,0
scev_val_fig_0219,KNf,1,1,1,1,1
scev_val_fig_0219,MA,1,0,0,0,0
scev_val_fig_0219,MCr,1,2,2,2,2
scev_val_fig_0219,MCu,1,2,2,2,2
scev_val_fig_0219,QLl,1,1,1,1,1
scev_val_fig_0219,QLq,1,1,1,1,1
scev_val_fig_0219,VL,1,2,2,2,2
scev_val_fig_0219,VO,1,1,1,1,1
scev_val_fig_0220,AS,1,2,2,2,2
scev_val_fig_0220,AT,1,3,3,3,3
scev_val_fig_0220,CL,1,1,1,1,1
scev_val_fig_0220,GS,1,0,0,0,0
scev_val_fig_0220,KNf,1,0,0,0,0
scev_val_fig_0220,MA,1,0,0,0,0
scev_val_fig_0220,MCr,1,3,3,3,3
scev_val_fig_0220,MCu,1,2,2,2,2
scev_val_fig_0220,QLl,1,1,1,1,1
scev_val_fig_0220,QLq,1,1,1,1,1
scev_val_fig_0220,VL,1,2,2,2,2
scev_val_fig_0220,VO,1,2,2,2,2
scev_val_fig_0224,AS,1,2,2,2,2
scev_val_fig_0224,AT,1,3,3,3,3
scev_val_fig_0224,CL,1,0,0,0,0
scev_val_fig_0224,GS,1,1,1,1,1
scev_val_fig_0224,KNf,1,1,1,1,1
scev_val_fig_0224,MA,1,1,1,1,1
scev_val_fig_0224,MCr,1,2,2,2,2
scev_val_fig_0224,MCu,1,2,2,2,2
scev_val_fig_0224,QLl,1,1,1,1,1
scev_val_fig_0224,QLq,1,2,2,2,2
scev_val_fig_0224,VL,1,2,2,2,2
scev_val_fig_0224,VO,1,1,1,1,1
scev_val_fig_0225,AS,1,2,2,2,2
scev_val_fig_0225,AT,1,3,3,3,3
scev_val_fig_0225,CL,1,0,0,0,0
scev_val_fig_0225,GS,1,0,0,0,0
scev_val_fig_0225,KNf,1,1,1,1,1
scev_val_fig_0225,MA,1,1,1,1,1
scev_val_fig_0225,MCr,1,2,2,2,2
scev_val_fig_0225,MCu,1,1,1,1,1
scev_val_fig_0225,QLl,1,1,1,1,1
scev_val_fig_0225,QLq,1,2,2,2,2
scev_val_fig_0225,VL,1,2,2,2,2
